Iteration,Score,Parameter Values
1504,0.4386953258710505,"[-0.89888715  1.12978732  3.87376167  3.01754851  3.91110817  2.70879018
  3.15633805 -2.8590686   2.98506038  2.90538722  2.88894348 -1.15181258
  4.09419743 -0.09985313 -0.14006397  3.05551328  3.23054367  3.06035314
  3.87096403  3.47430367  1.54319765  1.95310756  2.89130808  0.08585383
  2.34319086  3.26228756  3.21027187  2.96394899  1.70531331  3.31928237
  3.2237606   3.15457194  2.59836413  3.05243849  3.13691581  3.12783005
  3.82153433  2.88128869  2.60815449  3.29042404  4.72144256  3.12640591
  3.16292649  3.05550048  0.50990664  2.68634008  3.20472689  1.22909594
  0.93829214  3.320257    3.20398512  3.16432573 -1.40650619  3.04513134
 -2.29735372  0.63933334  3.22044304  2.5178531   2.49737938]"
1505,0.4386963340253714,"[-0.90501258  1.12230312  3.87830142  3.0182095   3.92175153  2.69716209
  3.15716646 -2.86163744  2.98905929  2.89957515  2.90981953 -1.1540675
  4.1059745  -0.09440185 -0.15623088  3.0602806   3.23228801  3.06544837
  3.87465991  3.48965958  1.55300934  1.95643878  2.90281085  0.08534432
  2.34717716  3.2640354   3.21010457  2.97065425  1.72074919  3.31675265
  3.22666311  3.14295417  2.61516303  3.06399055  3.13308001  3.12690823
  3.8035289   2.87916233  2.60300565  3.28893723  4.72299791  3.13975149
  3.17284262  3.06269853  0.50792241  2.68497661  3.19992078  1.22188703
  0.92931889  3.32836655  3.19669728  3.15367596 -1.39970833  3.05353073
 -2.28180267  0.66294803  3.22827158  2.52734695  2.49980679]"
1506,0.4386943509258743,"[-0.89797025  1.12842665  3.87064662  3.01774398  3.91349874  2.70900336
  3.15744576 -2.86225727  2.9866526   2.90495168  2.88890939 -1.15059874
  4.0976324  -0.10131065 -0.13883597  3.05233458  3.2299317   3.05944042
  3.86828975  3.4806036   1.54639767  1.9527845   2.88975094  0.08635533
  2.3413953   3.26785792  3.20952774  2.96440141  1.7027392   3.31766635
  3.22509759  3.15176454  2.60386242  3.0521666   3.13856055  3.13058074
  3.82077897  2.88196143  2.60733714  3.28896935  4.72431168  3.12848484
  3.16553558  3.05839407  0.51163259  2.68610628  3.20132556  1.22736458
  0.93514497  3.32273709  3.20715513  3.16539529 -1.40550251  3.05172858
 -2.29389929  0.63652294  3.22298835  2.51993179  2.49813604]"
1507,0.43870477591522283,"[-0.88212475  1.15673829  3.86711292  3.01973924  3.89626988  2.73677898
  3.16171466 -2.86826322  2.98087356  2.96154507  2.84694573 -1.17092316
  4.09666682 -0.09755826 -0.09958909  3.02332079  3.20741927  3.05242381
  3.86678919  3.47034657  1.52936692  1.94816994  2.8731777   0.08056813
  2.31738172  3.26312946  3.1991568   2.95548803  1.67471111  3.34968491
  3.2201606   3.16348565  2.58974682  3.0551893   3.13596004  3.10934313
  3.84997009  2.8832916   2.63206491  3.3074197   4.71357905  3.12003381
  3.14436703  3.03823925  0.51407678  2.67452125  3.22497019  1.22108642
  0.94426383  3.3050057   3.22632487  3.1601349  -1.42634591  3.01172961
 -2.29679507  0.57561366  3.22138911  2.50051706  2.48771391]"
1508,0.43869249173687497,"[-0.90234374  1.12528995  3.87057551  3.0153991   3.92196657  2.69324719
  3.1608045  -2.86022784  2.99654007  2.88906316  2.90922137 -1.14338273
  4.10518151 -0.10852717 -0.15071697  3.05843418  3.23120623  3.06592238
  3.8644908   3.50349978  1.55963387  1.95239553  2.90545746  0.08990641
  2.34926991  3.26819985  3.21040105  2.97493785  1.72247205  3.31371799
  3.22830553  3.13996955  2.62276709  3.06393411  3.13859653  3.13129417
  3.80264753  2.8890837   2.59495281  3.28615568  4.72399369  3.13993795
  3.17729908  3.0678648   0.51186954  2.69390641  3.19610124  1.21872338
  0.92206283  3.32940194  3.20595833  3.16290541 -1.39402356  3.06899144
 -2.27732801  0.66459614  3.22532573  2.53010355  2.50169649]"
1509,0.43869176168373364,"[-0.89980478  1.12319717  3.86580448  3.01753164  3.92230316  2.69603551
  3.15954681 -2.86284019  2.99535608  2.8858502   2.90416792 -1.14097202
  4.10261444 -0.10836493 -0.14753197  3.0555169   3.23181204  3.06613251
  3.86176     3.50381898  1.55998327  1.95312264  2.9018922   0.0898782
  2.34729147  3.27202781  3.21096545  2.97238732  1.71858044  3.31207252
  3.2274856   3.14097296  2.62233009  3.05936248  3.1391918   3.13231439
  3.80470999  2.89050126  2.59421936  3.2837225   4.7252123   3.13721916
  3.17731973  3.0687489   0.51339635  2.69424519  3.19487803  1.21882388
  0.9231691   3.32981473  3.20935159  3.16653316 -1.39563522  3.07042876
 -2.28124972  0.65731734  3.22484262  2.53024025  2.50177084]"
1510,0.43869460036571695,"[-0.89925757  1.1155381   3.85609669  3.02623574  3.91835519  2.70252765
  3.16331816 -2.8700145   2.99785179  2.88023653  2.89282625 -1.13864584
  4.10948508 -0.11042984 -0.14266807  3.04974241  3.23432388  3.06774976
  3.85949623  3.51251195  1.56039468  1.95284553  2.89735947  0.08541615
  2.34336278  3.27664629  3.2135205   2.97071245  1.71238612  3.3114636
  3.22736667  3.14046497  2.62509479  3.04779323  3.1492721   3.13372065
  3.80993086  2.89452411  2.59580042  3.27939335  4.72483836  3.14115596
  3.17638344  3.06911269  0.5093119   2.69534096  3.19142517  1.2188847
  0.92117927  3.32746703  3.21233132  3.16540994 -1.39621064  3.06788092
 -2.28306375  0.64606847  3.2182542   2.53521478  2.49307855]"
1511,0.43870875601327897,"[-0.9014542   1.11341343  3.82342363  3.0371701   3.94425732  2.68800747
  3.20737033 -2.8727502   3.04247373  2.86135803  2.91400736 -1.11327024
  4.15588387 -0.14762423 -0.13330601  3.03536865  3.23397829  3.06601797
  3.82126952  3.59995125  1.58037324  1.95053175  2.92537229  0.07465514
  2.34565199  3.30624583  3.22032628  2.98158489  1.73016158  3.2949324
  3.22882845  3.13484259  2.69940402  3.03681442  3.17605036  3.16879909
  3.78966706  2.91324202  2.57873571  3.24552592  4.7420797   3.18727496
  3.19441874  3.10495901  0.51227737  2.71034051  3.12798803  1.19044593
  0.88312041  3.34313495  3.22048941  3.17269156 -1.3700449   3.1120909
 -2.23508809  0.67209061  3.22773155  2.54671539  2.46643531]"
1512,0.4387043709637818,"[-0.91077761  1.11290717  3.84723871  3.02736388  3.93634756  2.68528255
  3.17765681 -2.86270258  3.01794018  2.85923447  2.93155837 -1.12341923
  4.13033725 -0.12137467 -0.15898934  3.0512795   3.24526466  3.06473445
  3.84658467  3.55612309  1.57791401  1.95590681  2.91366798  0.09437627
  2.34549759  3.29217423  3.21558285  2.97594746  1.7229057   3.30036732
  3.2250581   3.1262038   2.66244206  3.05949886  3.14185001  3.14917786
  3.78266472  2.89991466  2.58228951  3.26536266  4.73079911  3.16261949
  3.19258009  3.08282701  0.50580438  2.70071182  3.16827701  1.20315874
  0.90020053  3.3426798   3.20092469  3.15986373 -1.37534441  3.09292877
 -2.25570469  0.67581669  3.22802506  2.54496502  2.49165539]"
1513,0.43868476703870635,"[-0.87922587  1.14178808  3.85870258  3.00743071  3.90741655  2.71506717
  3.14818379 -2.86627474  2.97589824  2.91026759  2.87061934 -1.15003741
  4.08217454 -0.11081075 -0.11611027  3.05122185  3.23312949  3.05340761
  3.85789174  3.45943044  1.53573098  1.94663352  2.87944691  0.09670305
  2.34265061  3.26768906  3.21471624  2.96824822  1.69720541  3.31697893
  3.22011043  3.15820507  2.58173143  3.03878483  3.14326706  3.12931842
  3.83563089  2.88597245  2.60948839  3.28331378  4.72149069  3.10933529
  3.16349309  3.06038961  0.53005358  2.68545112  3.20485821  1.23452016
  0.94047566  3.31582253  3.22154405  3.18260109 -1.40807454  3.05555134
 -2.30870674  0.61531644  3.22251453  2.51292597  2.50944358]"
1514,0.43871387643796006,"[-0.84470561  1.13707039  3.78551117  3.03018791  3.87776341  2.78780105
  3.17791342 -2.88073867  2.97571291  2.92360989  2.78741684 -1.13802311
  4.08851075 -0.152509   -0.04160579  2.99626495  3.24180194  3.04211419
  3.81134161  3.46824212  1.52282328  1.93611469  2.83906772  0.09328543
  2.29196921  3.2913365   3.22924541  2.92873625  1.63337546  3.32557296
  3.20290474  3.16573106  2.55493279  2.96492153  3.16478606  3.14895555
  3.88653095  2.8992706   2.63145883  3.24528842  4.72363815  3.0840206
  3.13854484  3.05925361  0.53110212  2.67234202  3.19051905  1.24144785
  0.94823324  3.30394659  3.24539863  3.20039878 -1.42374146  3.0255191
 -2.33973631  0.48215806  3.19872057  2.4841765   2.48096685]"
1515,0.44182961664307163,"[-0.40453168  1.58158816  3.57964407  2.94994092  3.33314019  3.57054646
  3.01951378 -2.94177179  2.5157768   3.66377728  1.54705982 -1.26975012
  3.51419593 -0.24873009  0.89281599  2.59472433  2.90231462  2.78167365
  3.61889335  2.63638204  1.02790117  1.77522101  2.30803909  0.06742432
  1.86956621  3.14573343  3.10523317  2.74197276  0.89741117  3.56544783
  3.18114357  3.51794451  1.70883292  2.52020758  3.28793886  2.99528716
  4.82975891  2.88104785  3.08930907  3.44355322  4.66329894  2.36466993
  2.7159768   2.59462442  0.86215274  2.54548296  3.64928914  1.57288794
  1.37266089  2.89638195  3.88185659  3.66427133 -2.02565036  2.50585189
 -3.03522306 -1.09554236  3.02858542  2.01884499  2.43862583]"
1516,0.4389242162967982,"[-0.75873565  1.26411905  3.79913813  2.99401815  3.75165321  2.9332948
  3.12261491 -2.89062518  2.85965245  3.14126216  2.53310957 -1.20579996
  3.95144527 -0.12577195  0.13341258  2.93146434  3.14057063  2.97641857
  3.82391406  3.24035987  1.39100979  1.90153456  2.7258932   0.08188585
  2.21648916  3.21830743  3.18739846  2.90830712  1.48845242  3.40997902
  3.20409636  3.24122071  2.3494939   2.93525218  3.17681058  3.06668724
  4.08238134  2.884166    2.74962366  3.34136021  4.69591452  2.91917823
  3.03734442  2.92940051  0.60911489  2.62609806  3.3530413   1.31806265
  1.06083496  3.19075496  3.37351233  3.2747409  -1.56855556  2.88666068
 -2.48145068  0.17302164  3.18035719  2.38762223  2.4934103 ]"
1517,0.44367368272341406,"[-0.32164652  1.62477066  3.47842349  3.03149225  3.13619204  3.82788668
  3.09222454 -3.00898203  2.4082307   3.89941926  1.16115481 -1.33669509
  3.46933391 -0.22806694  1.1068095   2.42288848  2.84020906  2.66120313
  3.60446614  2.42656574  0.79932103  1.7710539   2.08578332  0.00979682
  1.66214317  3.10338625  3.1211848   2.6418452   0.65042036  3.69276025
  3.13772743  3.57215817  1.46077736  2.37616508  3.35089717  2.89681765
  5.08468785  2.89868974  3.31396824  3.45321952  4.61594239  2.25659697
  2.51977043  2.43757285  0.92660871  2.39854889  3.82379631  1.62851376
  1.52594779  2.74703979  3.94617535  3.64782977 -2.19173272  2.2238031
 -3.17442635 -1.63957376  2.94040184  1.91954053  2.33607351]"
1518,0.43874651366893563,"[-8.25733164e-01  1.19941219e+00  3.83197855e+00  2.99998696e+00
  3.83787576e+00  2.81274445e+00  3.15552420e+00 -2.87253206e+00
  2.91883913e+00  3.01793293e+00  2.70655002e+00 -1.17239140e+00
  4.02395512e+00 -1.21930307e-01  1.78237231e-03  2.98726912e+00
  3.18489545e+00  3.01850616e+00  3.84921310e+00  3.35607178e+00
  1.46517050e+00  1.92823565e+00  2.81004428e+00  7.60573309e-02
  2.27356641e+00  3.23471627e+00  3.19811194e+00  2.93989158e+00
  1.62102265e+00  3.36587433e+00  3.21062435e+00  3.18940787e+00
  2.47028066e+00  2.99198328e+00  3.15861837e+00  3.10243967e+00
  3.95866505e+00  2.88890671e+00  2.67087027e+00  3.30578766e+00
  4.71480586e+00  3.03993685e+00  3.09777448e+00  3.00332217e+00
  5.67470612e-01  2.65526016e+00  3.26771307e+00  1.26485959e+00
  9.90102454e-01  3.25312802e+00  3.29346363e+00  3.21036603e+00
 -1.48099001e+00  2.96930445e+00 -2.38578224e+00  4.07553427e-01
  3.19269130e+00  2.46115650e+00  2.50195203e+00]"
1519,0.43879809834306205,"[-0.80960015  1.21610051  3.84430622  2.99731331  3.80442696  2.84658169
  3.12996765 -2.86951728  2.88574477  3.07412378  2.64916324 -1.20329932
  3.99386578 -0.09602236  0.03001123  2.98002169  3.16123615  3.00922689
  3.86489431  3.28417232  1.42554149  1.926276    2.78937152  0.06743939
  2.2555629   3.20196026  3.18996524  2.93718104  1.60052143  3.39499444
  3.2108799   3.21199761  2.40822237  2.99131253  3.16061018  3.06622315
  3.99307672  2.88354765  2.70523353  3.33375339  4.69718459  3.00960529
  3.06460898  2.96605161  0.58652827  2.64278541  3.32625369  1.2859274
  1.02680703  3.22514759  3.30305684  3.21473253 -1.51716176  2.90829833
 -2.41511481  0.34965148  3.18788697  2.43689811  2.49875951]"
1520,0.4386847183255024,"[-0.88425299  1.13606026  3.85879743  3.00839894  3.91480362  2.70618489
  3.14965638 -2.86605681  2.98268506  2.89773586  2.8859142  -1.14593238
  4.08877168 -0.11237973 -0.12634802  3.05608978  3.23860691  3.05612597
  3.85661369  3.47260877  1.54374766  1.94819103  2.88547466  0.09875176
  2.34864017  3.27310614  3.2167183   2.97022488  1.7035878   3.31081401
  3.2210139   3.15482547  2.59436455  3.04107675  3.14266373  3.13466098
  3.82470101  2.88618777  2.60286106  3.27900883  4.72337943  3.11666699
  3.17078138  3.06729345  0.52632466  2.68876714  3.19500657  1.23112003
  0.93413074  3.32249987  3.21582505  3.18111782 -1.40014201  3.0664518
 -2.30120379  0.63371437  3.22469     2.51849442  2.50986143]"
1521,0.4386862446467061,"[-0.88874512  1.13143718  3.85972745  3.00994061  3.92009936  2.69960085
  3.1499014  -2.86663156  2.98840329  2.89062617  2.89690759 -1.14335809
  4.09336728 -0.11203554 -0.13450735  3.06006128  3.24207715  3.0573421
  3.85536684  3.48158987  1.54896584  1.94934481  2.88894495  0.09966804
  2.35236487  3.27663312  3.21754819  2.97173919  1.70812711  3.3070606
  3.22246485  3.15264061  2.60295681  3.04440719  3.14255525  3.13764671
  3.81686245  2.88651495  2.59833395  3.27761237  4.72448478  3.12280098
  3.17544626  3.07114666  0.52499174  2.69185735  3.18908137  1.22963854
  0.92994526  3.32740816  3.21240256  3.18002949 -1.39498491  3.07483708
 -2.29485194  0.64727441  3.22783725  2.52161171  2.50987334]"
1522,0.43868610088392057,"[-0.8776571   1.15352423  3.86445151  2.99356903  3.91455513  2.72354698
  3.14449385 -2.86937508  2.95791101  2.9091784   2.87160996 -1.14003058
  4.06489953 -0.10441855 -0.10937764  3.04811639  3.23549812  3.04175303
  3.84150393  3.43072084  1.53159046  1.95167955  2.85923696  0.10989144
  2.34093652  3.27592155  3.2200449   2.9659831   1.68218981  3.30195053
  3.21850126  3.15549755  2.56858937  3.0354183   3.12108258  3.14073913
  3.8445969   2.87530916  2.61407241  3.28233083  4.7308627   3.0847738
  3.16532006  3.05995643  0.54232541  2.67528649  3.20489362  1.23433731
  0.94990341  3.31820719  3.22954689  3.19107961 -1.41590424  3.0805412
 -2.32311705  0.59740716  3.22769775  2.50994693  2.52476278]"
1523,0.4386841985229561,"[-0.91273248  1.13392997  3.86356477  3.01063278  3.93201334  2.68168971
  3.14944969 -2.86479479  2.99975401  2.88482965  2.94627111 -1.12415299
  4.09885176 -0.11874898 -0.15011453  3.068746    3.26101444  3.03192262
  3.84255892  3.49449275  1.54412576  1.94940349  2.87889872  0.126294
  2.36466093  3.28766513  3.22266897  2.97692282  1.68725909  3.28074439
  3.22947194  3.1432641   2.62764791  3.06318586  3.12010411  3.16297279
  3.80118039  2.88899578  2.59278895  3.27680545  4.73710451  3.13266028
  3.1893979   3.0706641   0.53259398  2.7051974   3.17019239  1.23579137
  0.93200351  3.34803637  3.19396067  3.17991403 -1.38593709  3.12032628
 -2.28398559  0.68412483  3.24416161  2.53008232  2.5179497 ]"
1524,0.43868922332186727,"[-0.9205287   1.12560915  3.86870768  3.01314005  3.93741546  2.6705433
  3.14915835 -2.8669818   3.00573724  2.87535809  2.96412457 -1.1207883
  4.10402    -0.115108   -0.16550395  3.07476632  3.26590429  3.03265954
  3.8458116   3.50405474  1.55065132  1.95259694  2.88267408  0.12735948
  2.37015905  3.29151861  3.22327276  2.97688565  1.69169274  3.27458969
  3.23216355  3.13974735  2.64036088  3.07070643  3.11869767  3.16531442
  3.78863668  2.89019511  2.58876259  3.27681382  4.73915571  3.1414446
  3.19490357  3.07520492  0.52813463  2.70809036  3.16422303  1.2318975
  0.92954284  3.35451521  3.18509652  3.17667714 -1.37933811  3.12926869
 -2.27743593  0.70551372  3.2489223   2.53673345  2.51776571]"
1525,0.4387245962502117,"[-0.80049712  1.20408878  3.77942333  2.97505473  3.85655984  2.83243038
  3.18231418 -2.85310371  2.91650215  2.99432799  2.71745413 -1.16353475
  4.04713021 -0.16915663  0.02472535  2.97946385  3.19079751  3.00940795
  3.80324907  3.36115753  1.46295402  1.92487776  2.81664135  0.09174198
  2.27706689  3.26894749  3.22260755  2.94110706  1.61343426  3.34412012
  3.21672283  3.18001637  2.50313182  2.94885944  3.13930912  3.14621885
  3.96909181  2.900897    2.64655694  3.24930384  4.731894    3.03358459
  3.11904577  3.04407446  0.58149872  2.64415393  3.20538012  1.24850082
  0.98273455  3.26854804  3.30902263  3.24519243 -1.45886444  3.01021411
 -2.38996326  0.40042394  3.17410175  2.46985812  2.50156426]"
1526,0.43867873950969255,"[-0.89249234  1.15056233  3.85363714  2.98261516  3.91847105  2.70536203
  3.13319232 -2.86774232  2.95754383  2.89666904  2.90691974 -1.12053167
  4.06261011 -0.12420061 -0.11875416  3.06008274  3.25348368  3.00613597
  3.80771499  3.42663667  1.51246281  1.95291931  2.84252557  0.14510799
  2.36012953  3.29628787  3.23690519  2.97942868  1.64954301  3.26732931
  3.2290952   3.16372925  2.58573551  3.02679648  3.10215324  3.1631705
  3.83547301  2.88739523  2.6131567   3.2656758   4.73568062  3.07916299
  3.18033043  3.06577814  0.5657896   2.68307912  3.18420731  1.24943541
  0.95571861  3.33450896  3.21984523  3.21525227 -1.40373281  3.13639555
 -2.31198413  0.62337816  3.2343188   2.517408    2.53076916]"
1527,0.4386848699580843,"[-0.89698222  1.14964276  3.85253211  2.98241202  3.9272533   2.69569904
  3.1306735  -2.87102555  2.96149457  2.88790435  2.91983258 -1.1146473
  4.06469554 -0.12525838 -0.12626117  3.06305174  3.26173924  3.00144459
  3.80360772  3.43258349  1.51948799  1.95327854  2.83955681  0.15247269
  2.3654073   3.30573222  3.23958992  2.98176554  1.64615111  3.25982296
  3.22932202  3.16112099  2.59248801  3.02642244  3.09863815  3.17006388
  3.82901127  2.886235    2.60847429  3.26202786  4.74020608  3.0793436
  3.18722974  3.07166538  0.56530412  2.68543089  3.17542191  1.24824652
  0.95130115  3.34027711  3.21746816  3.21579741 -1.39862523  3.15512837
 -2.30680547  0.63421956  3.24034168  2.52301559  2.5374474 ]"
1528,0.43868467551557533,"[-0.9197892   1.14099922  3.8796392   2.9901439   3.94132691  2.67402912
  3.11593935 -2.86578469  2.97716879  2.87923329  2.96145478 -1.11260756
  4.06828175 -0.11027436 -0.15464666  3.08571428  3.27204837  3.01008003
  3.81557238  3.44729696  1.52675942  1.95437629  2.85646005  0.15778612
  2.38222949  3.301811    3.23767594  2.98536086  1.66507763  3.2495043
  3.23073282  3.16104438  2.60843339  3.05363314  3.09574075  3.17311182
  3.80269532  2.87540476  2.59899361  3.27496134  4.73273633  3.09900301
  3.19428252  3.0688521   0.56132678  2.70127357  3.17346142  1.25651222
  0.9474712   3.35807135  3.19403145  3.20871185 -1.39285493  3.16391791
 -2.29221488  0.69373379  3.25638679  2.52288738  2.53588767]"
